id	_vascanTaxonID	_taxonMatchType	scientificName	family	_synonym	_habit	_rawMedicinalUses
134	http://data.canadensys.net/vascan/taxon/4646	single	Cornus florida L.	Cornaceae		Tree	Used for fever and cold [44]. |Inner bark: Mixed with other plants (Sanguinaria, Asarum and Ostrya) to make a cough remedy [Chippewa: 85].
135		none	Cornus foemina Mill.	Cornaceae	C. stricta Lam.	Shrub	Bark: Dried and mixed with tobacco for smoking [Algonquians: 63].||
136	http://data.canadensys.net/vascan/taxon/14857	single	Cornus racemosa Lam.	Cornaceae	C. paniculata L'Hér.	Shrub	Bark: Tea used for flux. Inserted into the anus as a treatment for piles [Ojibwa: 87].||
137		none	Cornus sericea L.	Cornaceae	C. stolonifera Michx	Shrub	Medicinal plant [Chippewa: 86]. Chewed and placed on fresh cuts to stop bleeding [Mi'kmaq: 43]. Steeped and used for diarrhoea or to make a wash to cure eruptions caused by poison ivy or by other poisons [Chippewa: 85]. Chewed and applied to sore eyes. Steeped and used as a gargle in sore throat. Used in catarrh [Malecite: 65].|Bark: Decoction from young bark used as an emetic in cold, cough and fever [Cree: 42]. Peeled, mixed with another plant, boiled, and a cloth soaked in the solution is applied to sore eyes [Cree: 13]. Applied to wounds to stop bleeding or drunk as a tea for cold [Algonquin: 69]. Smoked [Ojibwa: 86]. Infusion used to treat eye problems [Abenaki: 67]. Boiled and used in a mixture with barks of poplar, birch and spruce to treat cough and cold [Dene: 17]. Herbal water taken for diarrhoea and to induce vomiting [Cree: 93].|Stems: Tea taken for chest trouble and to cure stoppage of urine [Dene: 13; Chipewyan: 92].|Roots: Tea drunk to treat dizziness [Dene: 13; Chipewyan: 92] or stomach problems [Cree: 96]. Mixed with other herbs in a decoction given to children to stop diarrhoea [Cree: 13]. Mixed with Cornus alternifolia and Alnus incana in a decoction used as a wash or compress to treat sore eyes [Ojibwa: 47]. Scraped and mixed with Aralia racemosa and smoked to treat headache [Malecite: 65]. Used to treat aching muscles and soreness [Dene: 17]. |Fruits: Boiled and taken to treat tuberculosis [Dene: 98]. |Fruits or pith: Used to make a wash to treat snow blindness [Cree: 95]. |Pith: Used in cataracts [Cree: 95]. |Bark and twigs: Decoction used for skin or eye problems [Montagnais: 71].|Leaves: Crushed and used to treat burns, bee stings and insect bites [Dene: 100].
138	http://data.canadensys.net/vascan/taxon/1037	single	Cornus sp.	Cornaceae		Shrub	Bark: Minced, boiled and applied as a poultice in sprains [Algonquin: 75].|
139	http://data.canadensys.net/vascan/taxon/7091	single	Corydalis aurea Willd.	Fumariaceae		Herb	Roots: Placed on coals and smoke inhaled to clear the head and as a tonic [Ojibwa: 87]. |
140	http://data.canadensys.net/vascan/taxon/3721	single	Corylus americana Walt.	Betulaceae		Shrub	Bark: Boiled and used as a poultice to heal cuts [Ojibwa: 87]. |Stalk: Burned and charcoal combined with bear gall pricked into the temples with needles to treat convulsions [Ojibwa: 47].
141	http://data.canadensys.net/vascan/taxon/3724	single	Corylus cornuta Marsh.	Betulaceae		Tree	Hairs of the husk used to expel worms [Ojibwa: 87].|Branches and leaves: Tea used in heart trouble and intestinal disorders [Atikamekw: 73; Algonquin: 69]. |
142	http://data.canadensys.net/vascan/taxon/1047	single	Crataegus sp.	Rosaceae		Tree	Bark: Medicinal [Chippewa: 85, 87]. |Roots: Medicinal [Chippewa: 85, 87]. Mixed with other plants in a decoction given to treat "female weakness" and back pain [Ojibwa: 47].
143		none	Cucurbita maxima Duchesne	Cucurbitaceae		Vine	Seeds: Tea drunk as a diuretic [Ojibwa: 87].|
144	http://data.canadensys.net/vascan/taxon/3761	single	Cynoglossum virginianum L. var. boreale (Fernald) Cooperr.	Boraginaceae	C. boreale Fernald	Herb	Smoked to cure headache [Ojibwa: 87]. ||
145	http://data.canadensys.net/vascan/taxon/6854	single	Cypripedium acaule Aiton	Orchidaceae		Herb	Roots: Steeped and used for nervousness [Algonquians: 63; Mi'kmaq: 60]. Used in venereal disease and menstrual disorders [Algonquin: 69]. Boiled and used against stomachache, urinary tract disorders and kidney problems for children [Atikamekw: 73]. Powdered, moistened and used to treat toothache. Steeped and taken in indigestion. Poultice applied to skin inflammation [Chippewa: 47].|Flowers: Powdered, moistened and used to treat toothache [Chippewa: 88].
146	http://data.canadensys.net/vascan/taxon/6861	single	Cypripedium parviflorum Salisb.	Orchidaceae		Herb	Rhizomes: Used as a sedative, antispasmodic or depressant [Cree: 74]. |Roots: Used for "female troubles" [Ojibwa: 87].
147	http://data.canadensys.net/vascan/taxon/6864	single	Cypripedium reginae Walter	Orchidaceae		Herb	Roots: Used as a sedative in nervous disorders [Penosbcot: 44]. |
148	http://data.canadensys.net/vascan/taxon/6842	single	Dactylorhiza viridis (L.) R.M. Bateman, A.M. Pridgeon & M.W. Chase	Orchidaceae	Habenaria bracteata (Muhl. ex Willd.) R. Br.	Herb	Aphrodisiac [Ojibwa: 87]. ||
149	http://data.canadensys.net/vascan/taxon/5714	single	Dalea purpurea Vent.	Fabaceae	Petalostemon purpureus (Vent.) Rydb.	Herb	Leaves and flowers: Decoction taken for heart trouble [Ojibwa: 47]. ||
150	http://data.canadensys.net/vascan/taxon/20022	single	Dasiphora fruticosa (L.) Rydb. ssp. floribunda (Pursh) Kartesz	Rosaceae	Potentilla fruticosa auct. non L.	Shrub	Whole plant: Decoction taken as a tea to treat fever [Dene: 98]. ||
151	http://data.canadensys.net/vascan/taxon/8481	single	Delphinium glaucum S. Watson	Ranunculaceae		Herb	Whole plant: Tea used to wash hair and kill lice [Dene: 100].|
152	http://data.canadensys.net/vascan/taxon/4199	single	Diervilla lonicera Mill.	Caprifoliaceae		Shrub	Bark: Infusion used as an eye wash and against constipation [Ojibwa: 85]. |Roots or stem: Infusion or decoction cooled and applied to sore eyes [Cree: 95]. |Roots: Tea used to induce lactation at the time of childbirth [Cree: 95]. Mixed with other plants and used for urinary problems [Ojibwa: 87]. |Leaves: Diuretic when used with Cornus canadensis [Atikamekw: 73]. Decoction taken in stomach pain [Ojibwa: 47].
153	http://data.canadensys.net/vascan/taxon/9413	single	Dirca palustris L.	Thymelaceae		Shrub	Roots: Steeped to make a drink for pulmonary troubles [Ojibwa: 85]. Mixed with Artemisia dracunculus in a decoction used as a hair ointment [Ojibwa: 47].|Bark: Tea used as a diuretic [Ojibwa: 87]. |Inner bark: Tea used as a laxative [Algonquin: 69]. |Stalk: Dreid, pulverized and steeped in water and taken as a physic; green stalk chewed as a physic [Ojibwa: 47].
154	http://data.canadensys.net/vascan/taxon/5387	single	Dryopteris carthusiana (Vill.) H. P. Fuchs	Dryopteridaceae		Herb	Frond: Mixed with other plants in a decoction drunk for kidney pain. A different mix is used as a wash for skin diseases, and yet another mix is smoked to treat insanity [Dene: 13].|
155	http://data.canadensys.net/vascan/taxon/5391	single	Dryopteris expansa (C. Presl) Fraser-Jenkins & Jermy	Dryopteridaceae		Herb	Young shoots: Boiled and eaten to stimulate appetite [Cree: 93].|Roots: Cancer medicine [Cree: 93].
156	http://data.canadensys.net/vascan/taxon/5400	single	Dryopteris marginalis (L.) A. Gray	Dryopteridaceae		Herb	Rhizomes: Infusion drunk as a vermifugal [Cree: 74]. |
157	http://data.canadensys.net/vascan/taxon/1112	single	Dryopteris sp.	Dryopteridaceae		Herb	Leaves: Dried, steeped into hot water and applied to swells and hemorroids [Montagnais: 71]. |
158	http://data.canadensys.net/vascan/taxon/4696	single	Echinocystis lobata (Michx.) Torr. & A. Gray	Cucurbitaceae		Vine	Roots: Tea used as a tonic and as a bitter medicine for stomach troubles [Ojibwa: 87].|
159		none	Echinodontium tinctorium (Ellis & Ev.) Ellis & Ev.	Echinodontiaceae		Fungi	Powdered and mixed with water to make a paste applied to wounds or given internally as an emetic [Cree: 76].|
160	http://data.canadensys.net/vascan/taxon/5514	single	Empetrum nigrum L.	Empetraceae		Shrub	Whole plant: Tea drunk for diarrhoea [Dene: 100].|Berries: Used to treat diabetes [Cree: 82]. |Roots: Mixed with other plants in a decoction drunk to treat cough [Dene: 13; Chipewyan: 92]. |Twigs: Used as a diuretic [Cree: 95]. Boiled with spruce cones and tea applied to sores, or drunk to cure mouth infections and sore throats [Dene: 101].|Roots, berries and stems: Tea drunk for stomach ache and cold [Dene: 99].|Branches and roots: Boiled and tea drunk to cure mouth infections [Dene: 101].|Branches and berries: Boiled and tea drunk to ease menstrual pain, pain related to child birth, and to cure mouth infections. Also applied to rashes [Dene: 101].
161	http://data.canadensys.net/vascan/taxon/5516	single	Epigaea repens L.	Ericaceae		Shrub	Leaves: Tea drunk for kidney disorders [Algonquin: 69].|
162	http://data.canadensys.net/vascan/taxon/5466	single	Equisetum arvense L.	Equisetaceae		Herb	Tea used to treat kidney problems, bladder infections or urinary track problems [Dene: 100].|Whole plant: Tea used to cure dropsy [Ojibwa: 87]. |Above-ground fertile shoots: Decoction used as a diuretic or in kidney troubles [Cree: 95]. |Stem and leaves: Burned and the ashes applied to running sores [Metis: 13]. Steamed for nasal congestion, cold and stomach ailments [Dene: 99]. |Stem: Decoction drunk as a remedy for dysuria [Ojibwa: 85]. Herbal water used to treat kidney problems [Cree: 93].|Roots: Heated and applied to aching teeth [Metis: 13].
163	http://data.canadensys.net/vascan/taxon/5469	single	Equisetum hyemale L.	Equisetaceae		Herb	Leaves: Burned and used as a disinfectant [Ojibwa: 47]. |Above-ground parts: Tea taken in kidney problems [Cree: 96].
164	http://data.canadensys.net/vascan/taxon/5471	single	Equisetum palustre L.	Equisetaceae		Herb	Mixed with Monarda punctata in a tea used for constipation or stomach trouble [Ojibwa: 19].|
165	http://data.canadensys.net/vascan/taxon/5472	single	Equisetum pratense Ehrh	Equisetaceae		Herb	Mixed with horse-mint in a tea used in stomach trouble [Ojibwa: 86].|Roots: Decoction taken as a diuretic [Dene: 98]. Boiled with the roots of Rubus idaeus ssp. strigosus and taken in stomach problems [Dene: 98].
166	http://data.canadensys.net/vascan/taxon/5474	single	Equisetum sylvaticum L.	Equisetaceae		Herb	Rhizomes: Mixed with other plants and boiled to make a wash for skin diseases [Dene: 13]. |Whole plant: Tea used to cure kidney trouble and dropsy [Ojibwa: 87].
167	http://data.canadensys.net/vascan/taxon/3010	single	Erigeron canadensis L.	Asteraceae		Herb	Used in diarrhoea [Cree: 42]. |Whole plant: Steeped to treat "female weaknesses" [Ojibwa: 47].|Leaves and roots: Decoction taken in stomach pain [Ojibwa: 47].
168	http://data.canadensys.net/vascan/taxon/3112	single	Erigeron philadelphicus L.	Asteraceae		Herb	Flowers: Dried, smoked and inhaled to cure cold, or tea drunk to break fever [Ojibwa: 87].|
169	http://data.canadensys.net/vascan/taxon/1149	single	Erigeron sp.	Asteraceae		Herb	Decoction used for diarrhoea [44].|
170	http://data.canadensys.net/vascan/taxon/3127	single	Erigeron strigosus Muhl. ex Willd.	Asteraceae	E. ramosus (Walt.) BSP	Herb	Perfume inhaled to cure headache [Ojibwa: 87].||
171	http://data.canadensys.net/vascan/taxon/1152	single	Eriophorum sp.	Cyperaceae		Herb	Boiled and drunk for stomach problems [Dene: 17]. |Roots: Used in a mixture with spruce bark or spruce tips (new growth) to treat cancer [Dene: 17].
172	http://data.canadensys.net/vascan/taxon/2575	single	Eryngium aquaticum L.	Apiaceae		Herb	Remedy for snake bite. Mixed with Iris versicolor and used as a febrifuge or diuretic [44]. |
173	http://data.canadensys.net/vascan/taxon/4043	single	Erysimum cheiranthoides L.	Cruciferea		Herb	Roots: Decoction used to treat skin eruptions [Ojibwa: 47]. |
174	http://data.canadensys.net/vascan/taxon/23325	single	Eupatorium maculatum L.	Asteraceae		Herb	For menstrual disorders and venereal diseases, or to facilitate childbirth [Algonquin: 69]. |Roots: Decoction used as a wash for inflamed joints [Ojibwa: 47].
175	http://data.canadensys.net/vascan/taxon/3144	single	Eupatorium perfoliatum L.	Asteraceae		Herb	Used as general medicine [Mi'kmaq: 62]. Steeped with other plants (Pyrola uliginosa, Baptisia tinctoria, Galium aperine, Aralia racemosa, Streptopus amplesifolius, Acer pennsylvanicum) and used for gonorrhea, kidney troubles and blood spitting [Algonquians: 63]. Used to strengthen the bones [Abenaki: 67]. Decoction used for fever and cold [44]. Chewed and bound on a rattle-snake bite as a poultice to draw out the poison. Boiled with wild bergamot (Monarda fistulosa) to make a fomentation to be applied for rheumatism [Ojibwa: 85]. |Roots: Used for menstrual disorders [Ojibwa: 85]. Steeped and liquid taken to treat ulcers [Mi'kmaq: 62].
176	http://data.canadensys.net/vascan/taxon/23326	single	Eupatorium purpureum L.	Asteraceae		Herb	Boiled and the vapors inhaled to treat cold. Mixed with other species and used to counteract the effects of a miscarriage [Ojibwa: 85]. |
177	http://data.canadensys.net/vascan/taxon/5603	single	Euphorbia corollata L.	Euphorbiaceae		Herb	Roots: Pounded and taken as an infusion before eating as a physic [Ojibwa: 87]. |
178	http://data.canadensys.net/vascan/taxon/1164	single	Euphorbia sp.	Euphorbiaceae		Herb	Leaves: Tea used to treat diabetes [Algonquin: 69].|
179	http://data.canadensys.net/vascan/taxon/3149	single	Eurybia macrophylla (L.) Cass.	Asteraceae	Aster macrophyllus L.	Herb	Roots: Tea from young roots used to bathe the head for headache [Ojibwa: 87].||
180	http://data.canadensys.net/vascan/taxon/3157	single	Euthamia graminifolia (L.) Nutt.	Asteraceae	Solidago graminifolia (L.) Salisb.	Herb	Flowers: Infusion used for chest pain [Ojibwa: 87]. |Roots: Decoction used in lung trouble [Ojibwa: 47].|
181		none	Evernia mesomorpha Nyl.	Parmeliaceae		Lichen	Cooled decoction used as eye drops to treat snow blindness [Dene: 13; Chipewyan: 92].|
182	http://data.canadensys.net/vascan/taxon/5957	single	Fagus grandifolia Ehrh.	Fagaceae		Tree	Bark: Used as a general medicine [Mi'kmaq: 62]. Mixed with bark of Betula lenta and Cornus sericea and used for pulmonary trouble [Ojibwa: 85]. |Leaves: Applied to sores [Malecite: 65]. Soothing to the nerves and the stomach and help stimulate appetite [Mi'kmaq: 62]. |Bark and leaves: Mixed with water and used as a tonic, antiseptic, or to heal ulcers, liver, kidney or bladder [Mi'kmaq: 62].
183		none	Fomes fomentarius (L. Ex Fries) J. Kickx f.	Polyporaceae		Fungi	Fruiting body burned to repell mosquitoes and flies [Metis: 13). Dry, spore producing layer cut into matchstick shaped pieces and placed on the skin and burned to produce counter-irritation to treat arthritis [Cree: 95].|
184		none	Fomes officinalis	Polyporaceae		Fungi	Pulverized and applied to frostbite [Cree: 76].|
185		none	Fomes pinicola (Swartz) Cooke	Polyporaceae		Fungi	Powdered and mixed with water to make a paste applied to wounds or taken internally as an emetic [Cree: 76]. Smoked to treat headache [Dene: 98].|
186	http://data.canadensys.net/vascan/taxon/8756	single	Fragaria vesca L. ssp. bracteata (A. Heller) Staudt	Rosaceae	F. bracteata A. Heller	Herb	Leaves, roots and fruits: Mixed with boiling water and used as a blood purifier and blood-building agent [Mi'kmaq: 62].|Leaves or roots: Tea given as a gargle for gum problems, or used in diarrhoea or dysentery, weakness of the intestines, infections of urinary organs, or to prevent night sweats [Mi'kmaq: 62]. |Fruits: Heart medicine [Dene: 17].|Runners: Boiled with 'Petasites sagittatus and 'Pyrola asarifolia and drunk as a medicine [Dene: 17].
187	http://data.canadensys.net/vascan/taxon/8757	single	Fragaria virginiana Duchesne.	Rosaceae		Herb	Steeped with Rubus triflorus and given in irregular menstruation [Malecite: 65]. |Whole plant: Decoction drunk to treat heart problems [Cree: 13]. Boiled and the liquid drunk as a treatment for diarrhoea [Metis: 13; Cree: 93]. |Leaves: Used as an astringent [Ojibwa: 88]. |Roots: Used as a diuretic [Ojibwa: 88]. Decoction used in cholera [Ojibwa: 47] and tea in stomach ache [Ojibwa: 87]. Herbal water taken for heart problems [Cree: 93].|Fruits: Heart medicine [Dene: 17].|Runners: Boiled with 'Petasites sagittatus and 'Pyrola asarifolia and drunk as a medicine [Dene: 17].
188	http://data.canadensys.net/vascan/taxon/8758	single	Fragaria virginiana Duchesne ssp. glauca (S. Watson) Staudt	Rosaceae		Herb	Roots: Burned and the ash mixed with water and placed on open sores [Dene: 98]. |
189	http://data.canadensys.net/vascan/taxon/6726	single	Fraxinus americana L.	Oleaceae		Tree	Used as an emmenagogue [Abenaki: 67]. |Leaves: Strong decoction given as a cleanser after delivery [Algonquians: 63; Mi'kmaq: 60]. |Wood: Smoke used to treat earache [Algonquin: 68].
190	http://data.canadensys.net/vascan/taxon/6729	single	Fraxinus nigra Marsh.	Oleaceae		Tree	Inner bark: Soaked in water and the liquid applied to sore eyes [Ojibwa: 84].|
191	http://data.canadensys.net/vascan/taxon/6730	single	Fraxinus pennsylvanica Marsh.	Oleaceae		Tree	Inner bark: Mixed with other plants and used as a tonic [Ojibwa: 87]. Tea used against weariness and depression [Atikamekw: 73].|
192	http://data.canadensys.net/vascan/taxon/1183	single	Fraxinus sp.	Oleaceae		Tree	Log or branch: Placed in fire, sap collected from the opposite end and used to treat earache [Algonquin: 69]. |Inner bark: Decoction taken internally as a tonic and stimulant [Ojibwa: 47].
193	http://data.canadensys.net/vascan/taxon/6376	single	Galeopsis tetrahit L.	Lamiaceae		Herb	Tea drunk to calm nerves, reduce hyperactivity in children, as a spring tonic, to restore appetite, and to treat bad breath [Dene: 13].|Leaves: Chewed to treat severe hiccups [Dene: 13].
194	http://data.canadensys.net/vascan/taxon/8995	single	Galium aparine L.	Rubiaceae		Herb	Used for gonorrhea, kidney troubles and for blood spitting [Algonquians: 63]. |Whole plant: Tea used as a diuretic, in kidney trouble, gravel, stoppage of urine, and allied ailments [Ojibwa: 87].|Stem: Dipped in cold water and rubbed on rashes or other skin troubles [Algonquians: 63].
195	http://data.canadensys.net/vascan/taxon/8998	single	Galium boreale L.	Rubiaceae		Herb	Used as a diuretic [Cree: 42]. Flowering plant boiled and drunk to treat stomach ache [Dene: 17]. |
196	http://data.canadensys.net/vascan/taxon/9020	single	Galium tinctorium (L.) Scop.	Rubiaceae		Herb	Whole plant: Tea used for beneficial effects upon the respiratory organs [Ojibwa: 87].|
197	http://data.canadensys.net/vascan/taxon/9023	single	Galium trifidum L.	Rubiaceae		Vine	Tea used for skin diseases such as eczema, ringworm and scrofula [Ojibwa: 87].|
198	http://data.canadensys.net/vascan/taxon/5517	single	Gaultheria hispidula (L.) Muhl. ex Bigelow	Ericaceae		Shrub	Leaves: Tea used as a tonic [Algonquin: 69]. Used on cuts, burns, against tapeworms and to treat venereal diseases [Ojibwa: 19]. Boiled and taken for congested chest [Cree: 80]. Herbal water taken for fever and high blood pressure. Boiled and given to babies as a soother during teething [Cree: 93].|Fruits: Used in diabetes [Cree: 82, 83].
199	http://data.canadensys.net/vascan/taxon/5520	single	Gaultheria procumbens L.	Ericaceae		Shrub	Mixed with mayapple, wild sarsaparilla, wild spikenard, burdock, Taraxacum officinale, prickly ash, black berry, sassafras, prince's pine, and black birch in a decoction used as a "spring and fall medicine" [Ojibwa: 85]. Steeped and taken as a blood flow regulator to prevent heart attacks [Mi'kmaq: 62]. Tea used in colds, headaches, and general discomforts [Atikamekw: 73; Algonquin: 69].|Leaves: Used for colds, chewed to improve breathing [Algonquin: 55]. Tea used to cure rheumatism and as a tonic [Ojibwa: 87]. Used to make a chest plaster to treat cold [Atikamekw: 73].|Fruits: Used as a stimulant and diuretic [Algonquin: 55]
200	http://data.canadensys.net/vascan/taxon/9197	single	Geocaulon lividum (Richardson) Fernald	Santalaceae	Comandra lividum Richardson	Herb	Medicinal plant [Cree: 42].|Fruits: Used for persistent chest trouble [Dene: 13; Chipewyan: 92].|
201	http://data.canadensys.net/vascan/taxon/6042	single	Geranium maculatum L.	Geraniaceae		Herb	Roots: Steeped and used for diarrhoea [Ojibwa: 85]. Powdered and put into sore mouth [Ojibwa: 47, 87]. Used to treat flux [Ojibwa: 87].|Rhizomes: Used as an intestinal astringent [Ojibwa: 44].
202	http://data.canadensys.net/vascan/taxon/8763	single	Geum aleppicum Jacq.	Rosaceae	G. strictum Aiton	Herb	Roots: Steeped and used for cough and cold [Malecite: 65]. Weak decoction taken internally for cough and soreness in the chest [Ojibwa: 84]. Decoction alone or mixed with other plants given to treat teething pain. Decoction used for sore tooth, sore throat, or to induce sweating [Cree: 95]. ||
203	http://data.canadensys.net/vascan/taxon/8765	single	Geum canadense Jacq.	Rosaceae		Herb	Roots: Used in "female weakness" [Ojibwa: 47].|
204	http://data.canadensys.net/vascan/taxon/8769	single	Geum macrophyllum Willd.	Rosaceae		Herb	Used as a "female remedy" [Ojibwa: 87] or as component of a compound medicine [Metis: 13]. |Roots: Decoction used in combination with other plants to treat teething pain [Cree: 95].
205	http://data.canadensys.net/vascan/taxon/8772	single	Geum rivale L.	Rosaceae		Herb	Roots: Strong decoction given in dysentery, cough and cold, particularly for children [Algonquians: 63]. Steeped and given in diarrhoea [Malecite: 65]. Boiled four times and the fourth water is used to treat blood spitting [Atikamekw: 73]. Tea used to facilitate childbirth [Cree, Metis: 13]. |
206	http://data.canadensys.net/vascan/taxon/8775	single	Geum triflorum Pursh	Rosaceae	Sieversia ciliata (Pursh) G. Don	Herb	Roots: Used as a tonic after childbirth [Ojibwa: 19]. Decoction taken in indigestion. Dried and chewed as a tonic and stimulant [Ojibwa: 47]. ||
207	http://data.canadensys.net/vascan/taxon/7695	single	Glyceria canadensis (Michx.) Trin.	Poaceae		Herb	Roots: Used as a "female remedy" [Ojibwa: 87].|
208	http://data.canadensys.net/vascan/taxon/1215	single	Gnaphalium sp.	Asteraceae		Herb	Decoction used for coughing and consumption [Algonquians: 63].|
209	http://data.canadensys.net/vascan/taxon/3182	single	Grindelia squarrosa (Pursh) Dunal.	Asteraceae		Herb	Used in gonorrhoea and to prevent pregnancy [Cree: 76].|Flowers: Tea used to treat migraines and venereal diseases [Metis: 13].
210	http://data.canadensys.net/vascan/taxon/5413	single	Gymnocarpium disjunctum (Rupr.) Chin	Dryopteridaceae	Dryopteris disjuncta (Rupr.) Morton	Herb	Used to treat cholera [Abenaki: 67].||
211	http://data.canadensys.net/vascan/taxon/5414	single	Gymnocarpium dryopteris (L.) Newman	Dryopteridaceae	Dryopteris linnaeana C. Chr.	Herb	Leaves: Crushed and rubbed on face to prevent or to sooth mosquito bite [Atikamekw: 73].||
212	http://data.canadensys.net/vascan/taxon/6110	single	Hamamelis virginiana L.	Hamamelidaceae		Tree	Inner bark: Used as an emetic, especially in cases of poisoning. Steeped and strained as a lotion for skin trouble, and as a wash for sore eyes [Ojibwa: 85]. |Bark: Infusion used for bruises, piles and hemorrhages [44].
213	http://data.canadensys.net/vascan/taxon/5736	single	Hedysarum alpinum L.	Fabaceae	H. alpinum L. ssp. americanum (Michx.) Fedtsch.	Herb	Roots: Eaten raw or with duck or fish oil to increase appetite or to relieve diarrhoea [Dene: 99]. Burned and smoke used to relieve sore eyes [Dene: 98].||
214	http://data.canadensys.net/vascan/taxon/3185	single	Helenium autumnale L.	Asteraceae	Helenium autumnale L. var. montanum (Nutt.) Fernald	Herb	Flowers: Dried, crumbled and inhaled to trigger sneezing in order to treat a headache [Cree: 13, 96]. |||
215		none	Helianthus occidentalis Riddell	Asteraceae		Herb	Roots: Crushed and applied to bruises and contusions [Ojibwa: 84]. |
216	http://data.canadensys.net/vascan/taxon/3211	single	Heliopsis helianthoides (L.) Sweet var. scabra (Dunal) Fernald	Asteraceae	H. scabra Dunal	Herb	Roots: Used as a tonic [Ojibwa: 47]. ||
217	http://data.canadensys.net/vascan/taxon/19512	single	Hepatica nobilis Schreb. var. obtusa (Pursh) Steyerm.	Ranunculaceae	H. americana (DC.) Ker Gawl.	Herb	Roots: Decoction taken internally in convulsions [Ojibwa: 47].||
218		none	Hepatica triloba Chaix.	Ranunculaceae		Herb	Used as an ingredient in poultices for inflamations and bruises, and also as a remedy for liver ailments [Ojibwa: 85]. |Roots: Mixed with sweet cicely (Osmorhiza longistylis) and tall anemone (Anemone virginiana) and boiled to make a remedy for amenorrhoea [Ojibwa: 85].
219	http://data.canadensys.net/vascan/taxon/2583	single	Heracleum maximum Bartram	Apiaceae	H. lanatum Michx.	Herb	Steeped with Calmus and given in cholera [Malecite: 65]. Dried, chopped, and rubbed on aching or sore body parts. Cooled decoction used to bathe sore body parts, and the decoction can be drunk for colds [Cree: 13]. Used to keep sickness away and in combating cold and/or influenza [Mi'kmaq: 62].|Roots: Fresh or dried root applied to an aching tooth [Cree: 13, 76, 93]. Chewed and juice swallowed to treat tooth ache [Cree: 96]. Part of a cancer medicine. Grated and mixed with warm water to make a paste applied to swollen legs. [Metis: 13]. Tea used for throat pain [Montagnais: 71]. Fresh root pounded and applied to sores as a poultice [Ojibwa: 87]. Powdered and made into a paste applied to boils, swellings and chancre [Cree: 76]. Mixed with other plants (Nuphar variegatum, Acorus calamus) to make a poultice applied to painful limbs or used for headache [Cree: 95]. Steeped and taken as a tea for blood purification, to prevent and cure smallpox, and in consumption [Malecite: 65]. Chewed dry to treat sore throat, decoction used to gargle, and poultice applied to boils and sores [Ojibwa: 47, 88]. Decoction used for arthritis [Cree: 13, 80]. Boiled and used to clean skin infections [Cree: 80]. Decoction drunk as a cough medicine [Dene: 98].|Roots and leaves: Steam from boiling inhaled to purify the body [Cree: 13].|Roots and flowers: Dried, pounded and made into a poultice used in boils [Ojibwa: 47].
220	http://data.canadensys.net/vascan/taxon/9241	single	Heuchera richardsonii R. Br.	Saxifragaceae		Herb	Roots: Chewed or made into a decoction taken in diarrhoea. Infusion used to wash sore eyes [Cree: 95]. Dried, chewed and the juice swallowed in stomach pain. Chewed in sore mouth. Decoction used to treat sore eyes [Ojibwa: 47].|
221		none	Hierochloe odorata (L.) Beauv.	Poaceae		Herb	Decoction given to facilitate childbirth for young mothers [Cree: 13]. |
222	http://data.canadensys.net/vascan/taxon/7725	single	Hordeum jubatum L.	Poaceae		Herb	Roots: Dried, pounded, put in a moist cloth with warm water and sopped on the eyes to treat sty or inflammation of lids [Ojibwa: 47]. |
223	http://data.canadensys.net/vascan/taxon/4575	single	Hudsonia tomentosa Nutt.	Cestaceae		Shrub	Whole plant: Boiled and liquid drunk to purge women blood [Algonquians: 63].|
224	http://data.canadensys.net/vascan/taxon/4196	single	Humulus lupulus L.	Cannabaceae		Vine	Tea acts like saleratus on the system, increasing the excresence of urine and reducing its acidity [Ojibwa: 87]. |
225	http://data.canadensys.net/vascan/taxon/6140	single	Hydrophyllum virginianum L.	Hydrophyllaceae		Herb	Roots: Boiled and taken for chest or back pain [Ojibwa: 84; 44]. Used to keep flux in check [Ojibwa: 87]. |
226	http://data.canadensys.net/vascan/taxon/14869	single	Hylotelephium telephium (L.) H. Ohba ssp. telephium	Crassulaceae	Sedum telephium L.	Herb	Leaves: Poultice used in boils [Malecite: 65].||
227	http://data.canadensys.net/vascan/taxon/3249	single	Hymenoxys richardsonii (Hook.) Cockerell.	Asteraceae		Herb	Roots: Ground into a powder and used as a snuff to induce sneezing to clear head and relieve head colds and headaches [Cree: 13].|
228	http://data.canadensys.net/vascan/taxon/6163	single	Hypericum perforatum L.	Clusiaceae		Herb	Boiled to make a cough medicine [Algonquians: 63].|
229	http://data.canadensys.net/vascan/taxon/2668	single	Ilex mucronata (L.) Powell, Savolainen & Andrews	Aquifoliaceae	Nemopanthus mucronatus (L.) Loes.	Tree	Fruits: Medicinal [Ojibwa: 86].|Roots: Steeped and taken in gravel [Malecite: 65]. |Leaves: Used to restore lost appetite and to strengthen the stomach [Cree: 44]. |Inner bark: Scraped in water, boiled and paste applied to head to reduce pain [Montagnais: 71].
230	http://data.canadensys.net/vascan/taxon/2671	single	Ilex verticillata (L.) Gray	Aquifoliaceae		Tree	Bark: Used in diarrhoea [Ojibwa: 86].|
