id	_vascanTaxonID	_part	_medicinalUse
107	http://data.canadensys.net/vascan/taxon/8588		Used in lung troubles and as an emetic [Ojibwa: 47].
107	http://data.canadensys.net/vascan/taxon/8588		Roots: Decoction taken in cough [Ojibwa: 47].
108	http://data.canadensys.net/vascan/taxon/4449		Medicinal plant [Ojibwa: 86]. 
108	http://data.canadensys.net/vascan/taxon/4449		Roots: Cooked in animal fat, strained, and used as an ointment for cancer or obstinate sore [Chippewa: 85; Ojibwa: 87]. Decoction used to treat stoppage of urine [Chippewa: 47], or as a physic or diuretic. 
108	http://data.canadensys.net/vascan/taxon/4449		Fruits: Used for sotmach troubles [Ojibwa: 87].
108	http://data.canadensys.net/vascan/taxon/4449		Stalk: Decoction used in skin eruptions [Ojibwa: 87].
109			Boiled and taken to treat tuberculosis [Dene: 98]. 
110			Leaves: Cushed and applied to relieve headache, boiled and inhaled to cure backache [Ojibwa: 84]. 
111	http://data.canadensys.net/vascan/taxon/5504		Bark or twigs: Steeped into water and used as a compress or tea for headache [Montagnais: 71].
112	http://data.canadensys.net/vascan/taxon/6740		Applied to treat cuts [Algonquin: 75] or used in cough [Abenaki: 67].Young tops eaten to "strengthen the blood" [Metis: 13]. Tea used to relieve a sore stomach [Dene: 101]. 
112	http://data.canadensys.net/vascan/taxon/6740		Whole plant: Tea taken to treat intestinal worms [Dene: 13; Chipewyan: 92]. Boiled and the liquid rubbed on the skin to ease rashes [Dene: 99].
112	http://data.canadensys.net/vascan/taxon/6740		Leaves: Chewed and applied as a plaster on bruises [Metis: 13; Cree: 95]. Poultice from fresh or dried leaves applied to bruises [Chippewa: 47], burns, bee stings, aches and swelling caused by arthritis [Dene: 99]. Chewed and applied to bee stings and bites [Dene: 100].
112	http://data.canadensys.net/vascan/taxon/6740		Roots: Roasted in ashes, mashed, and applied to boils [Algonquin: 68]. Peeled, chewed or pounded, and applied as a poultice on boils, carbuncle, abscesses or open wounds to prevent infection [Metis: 13; Cree: 95; Ojibwa: 87]. Boiled and used for skin problems [Atikamekw: 73]. Herbal water taken to induce menses [Cree: 93].
113	http://data.canadensys.net/vascan/taxon/6744		Tea used to relieve a sore stomach [Dene: 101]. 
113	http://data.canadensys.net/vascan/taxon/6744		Leaves: Chewed and applied to bee stings and bites [Dene: 100].
114	http://data.canadensys.net/vascan/taxon/7220		Steeped and given to prevent pregnancy [Malecite: 65]. 
114	http://data.canadensys.net/vascan/taxon/7220		Roots: Used with cedar bark to prepare a medicinal tea [Algonquin: 69].
115	http://data.canadensys.net/vascan/taxon/4493		Leaves: Dipped in maple or birch sap and used to treat cold [55]. Decoction taken or applied to treat painful limbs [Cree: 95].
116	http://data.canadensys.net/vascan/taxon/14747		Whole plant: Infusion taken to relieve painful menstruation [44].
117	http://data.canadensys.net/vascan/taxon/5508		Mixed with other species to make a remedy for gonorrhoea and ulcers. Steeped and applied to blisters [Ojibwa: 85]. Applied to open sores and ingested as a tonic and diuretic [44]. Used as an ingredient in a decoction to treat backache or stabbing pain in the chest. Tea or decoction used in blood coughing [Cree: 95]. Steeped with common Juniper and taken in consumption. Steeped and taken to purify blood [Malecite: 65]. Used as a medicine for head colds [Abenaki: 67]. Used in tuberculosis and as a general stomach medicine [Mi'kmaq: 62; Ojibwa: 87]. Boiled and drunk to induce sweating [Algonquians: 63].
117	http://data.canadensys.net/vascan/taxon/5508		Roots: Decoction used to treat sore eyes [Ojibwa: 47]. Steeped with Conioselium chinense, Tsuga canadensis, and Rumex crispus and given in bladder problems [Mi'kmaq: 62].
118	http://data.canadensys.net/vascan/taxon/2557		Roots: Smoked to cure headache [Dene: 98].
119	http://data.canadensys.net/vascan/taxon/2559		Roots: Medicinal [Ojibwa: 87]. Dried and powdered to make a liniment applied externally [Cree: 95]. 
120	http://data.canadensys.net/vascan/taxon/2988		Boiled for consumption [Algonquians: 63]. Tonic, diuretic and astringent [Chippewa: 47]. Used as a bowel tonic [Ojibwa: 87] or as a vermifuge for children [Abenaki: 67]. Used to reduce itching, particularly that caused by Rhus radicans (poison ivy) [Algonquin: 68].
120	http://data.canadensys.net/vascan/taxon/2988		Roots: Fleshy white root dried, powdered, and mixed with warm animal grease as a poultice to be applied to aching joints [Metis: 13].
121	http://data.canadensys.net/vascan/taxon/2990		Dried, powdered and mixed with water to make a paste applied to wounds [Cree: 76].
122	http://data.canadensys.net/vascan/taxon/999		Roots: Mixed with Populus balsamifera in a decoction taken internally to treat "female weakness" and back pain. Steeped with Taraxacum officinale and taken in confinement [Ojibwa: 47]. 
123	http://data.canadensys.net/vascan/taxon/3006		Roots: Used for alleviating stomach cramps [Ojibwa: 87].
124			Powdered and mixed with water to expel intestinal worms [Cree: 95].
125			Used to treat diabetes [Cree: 82]. 
126	http://data.canadensys.net/vascan/taxon/6513		Pounded and applied to face and hands as a mosquito repellent [Atikamekw: 73]. Used to activate labour for childbirth [Ojibwa: 73]. 
126	http://data.canadensys.net/vascan/taxon/6513		Leaves: Poultice used in infections and open wounds [Algonquin: 69; Atikamekw: 73]. Boiled before being applied to swelling and hemorroids [Montagnais: 71]. Applied to burns. Decoction applied to treat scrofula [Ojibwa: 47].
126	http://data.canadensys.net/vascan/taxon/6513		Roots: Tea used to help parturition. Put on a dog bite to prevent infection [Ojibwa: 87].
127	http://data.canadensys.net/vascan/taxon/6514		Roots: Juice drunk in gravel [Algonquians: 63].
128	http://data.canadensys.net/vascan/taxon/8643		Plant used to cure stomach cramps [Ojibwa: 87]. 
128	http://data.canadensys.net/vascan/taxon/8643		Roots: Decoction used to treat dysentery [Ojibwa: 47].
129	http://data.canadensys.net/vascan/taxon/6678		Used for catarrh. Steeped with yarrow and applied to sprain swelling [Malecite: 65]. Used to treat eczema, sores, cancer and poison ivy rash [Mi'kmaq: 61]. 
129	http://data.canadensys.net/vascan/taxon/6678		Leaves: Steeped and rubbed on the skin to cure poison ivy rash [Mi'kmaq: 60; Algonquians: 63]. Steeped with leaves of catnip (Nepeta calaria) to make an infusion to be used as a febrifuge [Chippewa: 85]. Tea used to make to cure the flux and stomach cramps [Ojibwa: 87]. Steeped and tea taken as a general tonic. Poultice used for rheumatism and external sores [Mi'kmaq: 62]. Crushed and the perfume inhaled or drunk as a tea for headache [Algonquin: 69].
130	http://data.canadensys.net/vascan/taxon/2564		Roots: Steeped with Tsuga canadensis, Chimaphila umbellata and Rumex crispus and given in bladder problems [Mi'kmaq: 62].
131	http://data.canadensys.net/vascan/taxon/8471		Steeped, used to saturate a rag to be placed in sore mouth [Mi'kmaq: 61; Malecite: 65]. Used to treat frostbite or to stimulate appetite [Algonquin: 68].
131	http://data.canadensys.net/vascan/taxon/8471		Stem: Tea used as a wash for sore eyes, lips and interior of mouth [Montaganais: 70]. Chewed to allay canker or sores on the gums or in the mouth. Used to ease mouths irritated by excessive tobacco smoking [Algonquians: 63].
131	http://data.canadensys.net/vascan/taxon/8471		Roots: Used for sore eyes or steeped to make a stomach medicine [Mi'kmaq: 62]. Tea used for heart disease, toothache, diarrhoea and as an eyewash [Algonquin: 69; Atikamekw: 73]. Used for cough [Abenaki: 67; Atikamekw: 73]. Decoction used to soothe teething pain and heal gums, and as a mouth wash to treat sore mouth [Ojibwa: 87]. Decoction used for throat pain, cough and mouth infection [Montagnais: 71].
132	http://data.canadensys.net/vascan/taxon/4641		Bark: Used as an eye bath [Chippewa: 85]. Decoction used as an emetic, in cough and fever [44]. 
132	http://data.canadensys.net/vascan/taxon/4641		Inner bark: Used as an emetic [Ojibwa: 87]. 
132	http://data.canadensys.net/vascan/taxon/4641		Roots: Alone or mixed with Cornus sericea and Alnus incana in a decoction used as a wash or compress to treat sore eyes [Ojibwa: 47].
133	http://data.canadensys.net/vascan/taxon/4644		Medicinal plant [Innu: 72].Used to heal sores and cancers [Mi'kmaq: 61]. Steeped and used for paralysis [Algonquians: 63]. Boiled with Gaultheria procumbens and used for cold or mixed with Taxus canadensis twigs and used against menstrual disorders [Atikamekw: 73]. Decoction used for "stich in the side" [Abenaki: 67]. Steeped and the liquid drunk in kidney problems [Mi'kmaq: 62]. 
133	http://data.canadensys.net/vascan/taxon/4644		Whole plant: Boiled and liquid drunk for rheumatism and other types of pain [Montagnais: 71]. 
133	http://data.canadensys.net/vascan/taxon/4644		Leaves: Used to prepare cathartic tea [Algonquin: 69]. 
133	http://data.canadensys.net/vascan/taxon/4644		Roots, leaves and fruits: Steeped and given against fits [Malecite: 65]. 
133	http://data.canadensys.net/vascan/taxon/4644		Roots: Tea used to cure colics [Ojibwa: 87].
134	http://data.canadensys.net/vascan/taxon/4646		Used for fever and cold [44]. 
134	http://data.canadensys.net/vascan/taxon/4646		Inner bark: Mixed with other plants (Sanguinaria, Asarum and Ostrya) to make a cough remedy [Chippewa: 85].
135			Bark: Dried and mixed with tobacco for smoking [Algonquians: 63].
136	http://data.canadensys.net/vascan/taxon/14857		Bark: Tea used for flux. Inserted into the anus as a treatment for piles [Ojibwa: 87].
137			Medicinal plant [Chippewa: 86]. Chewed and placed on fresh cuts to stop bleeding [Mi'kmaq: 43]. Steeped and used for diarrhoea or to make a wash to cure eruptions caused by poison ivy or by other poisons [Chippewa: 85]. Chewed and applied to sore eyes. Steeped and used as a gargle in sore throat. Used in catarrh [Malecite: 65].
137			Bark: Decoction from young bark used as an emetic in cold, cough and fever [Cree: 42]. Peeled, mixed with another plant, boiled, and a cloth soaked in the solution is applied to sore eyes [Cree: 13]. Applied to wounds to stop bleeding or drunk as a tea for cold [Algonquin: 69]. Smoked [Ojibwa: 86]. Infusion used to treat eye problems [Abenaki: 67]. Boiled and used in a mixture with barks of poplar, birch and spruce to treat cough and cold [Dene: 17]. Herbal water taken for diarrhoea and to induce vomiting [Cree: 93].
137			Stems: Tea taken for chest trouble and to cure stoppage of urine [Dene: 13; Chipewyan: 92].
137			Roots: Tea drunk to treat dizziness [Dene: 13; Chipewyan: 92] or stomach problems [Cree: 96]. Mixed with other herbs in a decoction given to children to stop diarrhoea [Cree: 13]. Mixed with Cornus alternifolia and Alnus incana in a decoction used as a wash or compress to treat sore eyes [Ojibwa: 47]. Scraped and mixed with Aralia racemosa and smoked to treat headache [Malecite: 65]. Used to treat aching muscles and soreness [Dene: 17]. 
137			Fruits: Boiled and taken to treat tuberculosis [Dene: 98]. 
137			Fruits or pith: Used to make a wash to treat snow blindness [Cree: 95]. 
137			Pith: Used in cataracts [Cree: 95]. 
137			Bark and twigs: Decoction used for skin or eye problems [Montagnais: 71].
137			Leaves: Crushed and used to treat burns, bee stings and insect bites [Dene: 100].
138	http://data.canadensys.net/vascan/taxon/1037		Bark: Minced, boiled and applied as a poultice in sprains [Algonquin: 75].
139	http://data.canadensys.net/vascan/taxon/7091		Roots: Placed on coals and smoke inhaled to clear the head and as a tonic [Ojibwa: 87]. 
140	http://data.canadensys.net/vascan/taxon/3721		Bark: Boiled and used as a poultice to heal cuts [Ojibwa: 87]. 
140	http://data.canadensys.net/vascan/taxon/3721		Stalk: Burned and charcoal combined with bear gall pricked into the temples with needles to treat convulsions [Ojibwa: 47].
141	http://data.canadensys.net/vascan/taxon/3724		Hairs of the husk used to expel worms [Ojibwa: 87].
141	http://data.canadensys.net/vascan/taxon/3724		Branches and leaves: Tea used in heart trouble and intestinal disorders [Atikamekw: 73; Algonquin: 69]. 
142	http://data.canadensys.net/vascan/taxon/1047		Bark: Medicinal [Chippewa: 85, 87]. 
142	http://data.canadensys.net/vascan/taxon/1047		Roots: Medicinal [Chippewa: 85, 87]. Mixed with other plants in a decoction given to treat "female weakness" and back pain [Ojibwa: 47].
143			Seeds: Tea drunk as a diuretic [Ojibwa: 87].
144	http://data.canadensys.net/vascan/taxon/3761		Smoked to cure headache [Ojibwa: 87]. 
145	http://data.canadensys.net/vascan/taxon/6854		Roots: Steeped and used for nervousness [Algonquians: 63; Mi'kmaq: 60]. Used in venereal disease and menstrual disorders [Algonquin: 69]. Boiled and used against stomachache, urinary tract disorders and kidney problems for children [Atikamekw: 73]. Powdered, moistened and used to treat toothache. Steeped and taken in indigestion. Poultice applied to skin inflammation [Chippewa: 47].
145	http://data.canadensys.net/vascan/taxon/6854		Flowers: Powdered, moistened and used to treat toothache [Chippewa: 88].
146	http://data.canadensys.net/vascan/taxon/6861		Rhizomes: Used as a sedative, antispasmodic or depressant [Cree: 74]. 
146	http://data.canadensys.net/vascan/taxon/6861		Roots: Used for "female troubles" [Ojibwa: 87].
147	http://data.canadensys.net/vascan/taxon/6864		Roots: Used as a sedative in nervous disorders [Penosbcot: 44]. 
148	http://data.canadensys.net/vascan/taxon/6842		Aphrodisiac [Ojibwa: 87]. 
149	http://data.canadensys.net/vascan/taxon/5714		Leaves and flowers: Decoction taken for heart trouble [Ojibwa: 47]. 
150	http://data.canadensys.net/vascan/taxon/20022		Whole plant: Decoction taken as a tea to treat fever [Dene: 98]. 
151	http://data.canadensys.net/vascan/taxon/8481		Whole plant: Tea used to wash hair and kill lice [Dene: 100].
152	http://data.canadensys.net/vascan/taxon/4199		Bark: Infusion used as an eye wash and against constipation [Ojibwa: 85]. 
152	http://data.canadensys.net/vascan/taxon/4199		Roots or stem: Infusion or decoction cooled and applied to sore eyes [Cree: 95]. 
152	http://data.canadensys.net/vascan/taxon/4199		Roots: Tea used to induce lactation at the time of childbirth [Cree: 95]. Mixed with other plants and used for urinary problems [Ojibwa: 87]. 
152	http://data.canadensys.net/vascan/taxon/4199		Leaves: Diuretic when used with Cornus canadensis [Atikamekw: 73]. Decoction taken in stomach pain [Ojibwa: 47].
153	http://data.canadensys.net/vascan/taxon/9413		Roots: Steeped to make a drink for pulmonary troubles [Ojibwa: 85]. Mixed with Artemisia dracunculus in a decoction used as a hair ointment [Ojibwa: 47].
153	http://data.canadensys.net/vascan/taxon/9413		Bark: Tea used as a diuretic [Ojibwa: 87]. 
153	http://data.canadensys.net/vascan/taxon/9413		Inner bark: Tea used as a laxative [Algonquin: 69]. 
153	http://data.canadensys.net/vascan/taxon/9413		Stalk: Dreid, pulverized and steeped in water and taken as a physic; green stalk chewed as a physic [Ojibwa: 47].
154	http://data.canadensys.net/vascan/taxon/5387		Frond: Mixed with other plants in a decoction drunk for kidney pain. A different mix is used as a wash for skin diseases, and yet another mix is smoked to treat insanity [Dene: 13].
155	http://data.canadensys.net/vascan/taxon/5391		Young shoots: Boiled and eaten to stimulate appetite [Cree: 93].
155	http://data.canadensys.net/vascan/taxon/5391		Roots: Cancer medicine [Cree: 93].
156	http://data.canadensys.net/vascan/taxon/5400		Rhizomes: Infusion drunk as a vermifugal [Cree: 74]. 
157	http://data.canadensys.net/vascan/taxon/1112		Leaves: Dried, steeped into hot water and applied to swells and hemorroids [Montagnais: 71]. 
158	http://data.canadensys.net/vascan/taxon/4696		Roots: Tea used as a tonic and as a bitter medicine for stomach troubles [Ojibwa: 87].
159			Powdered and mixed with water to make a paste applied to wounds or given internally as an emetic [Cree: 76].
160	http://data.canadensys.net/vascan/taxon/5514		Whole plant: Tea drunk for diarrhoea [Dene: 100].
160	http://data.canadensys.net/vascan/taxon/5514		Berries: Used to treat diabetes [Cree: 82]. 
160	http://data.canadensys.net/vascan/taxon/5514		Roots: Mixed with other plants in a decoction drunk to treat cough [Dene: 13; Chipewyan: 92]. 
160	http://data.canadensys.net/vascan/taxon/5514		Twigs: Used as a diuretic [Cree: 95]. Boiled with spruce cones and tea applied to sores, or drunk to cure mouth infections and sore throats [Dene: 101].
160	http://data.canadensys.net/vascan/taxon/5514		Roots, berries and stems: Tea drunk for stomach ache and cold [Dene: 99].
160	http://data.canadensys.net/vascan/taxon/5514		Branches and roots: Boiled and tea drunk to cure mouth infections [Dene: 101].
160	http://data.canadensys.net/vascan/taxon/5514		Branches and berries: Boiled and tea drunk to ease menstrual pain, pain related to child birth, and to cure mouth infections. Also applied to rashes [Dene: 101].
161	http://data.canadensys.net/vascan/taxon/5516		Leaves: Tea drunk for kidney disorders [Algonquin: 69].
162	http://data.canadensys.net/vascan/taxon/5466		Tea used to treat kidney problems, bladder infections or urinary track problems [Dene: 100].
162	http://data.canadensys.net/vascan/taxon/5466		Whole plant: Tea used to cure dropsy [Ojibwa: 87]. 
162	http://data.canadensys.net/vascan/taxon/5466		Above-ground fertile shoots: Decoction used as a diuretic or in kidney troubles [Cree: 95]. 
162	http://data.canadensys.net/vascan/taxon/5466		Stem and leaves: Burned and the ashes applied to running sores [Metis: 13]. Steamed for nasal congestion, cold and stomach ailments [Dene: 99]. 
162	http://data.canadensys.net/vascan/taxon/5466		Stem: Decoction drunk as a remedy for dysuria [Ojibwa: 85]. Herbal water used to treat kidney problems [Cree: 93].
162	http://data.canadensys.net/vascan/taxon/5466		Roots: Heated and applied to aching teeth [Metis: 13].
163	http://data.canadensys.net/vascan/taxon/5469		Leaves: Burned and used as a disinfectant [Ojibwa: 47]. 
163	http://data.canadensys.net/vascan/taxon/5469		Above-ground parts: Tea taken in kidney problems [Cree: 96].
164	http://data.canadensys.net/vascan/taxon/5471		Mixed with Monarda punctata in a tea used for constipation or stomach trouble [Ojibwa: 19].
165	http://data.canadensys.net/vascan/taxon/5472		Mixed with horse-mint in a tea used in stomach trouble [Ojibwa: 86].
165	http://data.canadensys.net/vascan/taxon/5472		Roots: Decoction taken as a diuretic [Dene: 98]. Boiled with the roots of Rubus idaeus ssp. strigosus and taken in stomach problems [Dene: 98].
166	http://data.canadensys.net/vascan/taxon/5474		Rhizomes: Mixed with other plants and boiled to make a wash for skin diseases [Dene: 13]. 
166	http://data.canadensys.net/vascan/taxon/5474		Whole plant: Tea used to cure kidney trouble and dropsy [Ojibwa: 87].
167	http://data.canadensys.net/vascan/taxon/3010		Used in diarrhoea [Cree: 42]. 
167	http://data.canadensys.net/vascan/taxon/3010		Whole plant: Steeped to treat "female weaknesses" [Ojibwa: 47].
167	http://data.canadensys.net/vascan/taxon/3010		Leaves and roots: Decoction taken in stomach pain [Ojibwa: 47].
168	http://data.canadensys.net/vascan/taxon/3112		Flowers: Dried, smoked and inhaled to cure cold, or tea drunk to break fever [Ojibwa: 87].
169	http://data.canadensys.net/vascan/taxon/1149		Decoction used for diarrhoea [44].
170	http://data.canadensys.net/vascan/taxon/3127		Perfume inhaled to cure headache [Ojibwa: 87].
171	http://data.canadensys.net/vascan/taxon/1152		Boiled and drunk for stomach problems [Dene: 17]. 
171	http://data.canadensys.net/vascan/taxon/1152		Roots: Used in a mixture with spruce bark or spruce tips (new growth) to treat cancer [Dene: 17].
172	http://data.canadensys.net/vascan/taxon/2575		Remedy for snake bite. Mixed with Iris versicolor and used as a febrifuge or diuretic [44]. 
173	http://data.canadensys.net/vascan/taxon/4043		Roots: Decoction used to treat skin eruptions [Ojibwa: 47]. 
174	http://data.canadensys.net/vascan/taxon/23325		For menstrual disorders and venereal diseases, or to facilitate childbirth [Algonquin: 69]. 
174	http://data.canadensys.net/vascan/taxon/23325		Roots: Decoction used as a wash for inflamed joints [Ojibwa: 47].
175	http://data.canadensys.net/vascan/taxon/3144		Used as general medicine [Mi'kmaq: 62]. Steeped with other plants (Pyrola uliginosa, Baptisia tinctoria, Galium aperine, Aralia racemosa, Streptopus amplesifolius, Acer pennsylvanicum) and used for gonorrhea, kidney troubles and blood spitting [Algonquians: 63]. Used to strengthen the bones [Abenaki: 67]. Decoction used for fever and cold [44]. Chewed and bound on a rattle-snake bite as a poultice to draw out the poison. Boiled with wild bergamot (Monarda fistulosa) to make a fomentation to be applied for rheumatism [Ojibwa: 85]. 
175	http://data.canadensys.net/vascan/taxon/3144		Roots: Used for menstrual disorders [Ojibwa: 85]. Steeped and liquid taken to treat ulcers [Mi'kmaq: 62].
176	http://data.canadensys.net/vascan/taxon/23326		Boiled and the vapors inhaled to treat cold. Mixed with other species and used to counteract the effects of a miscarriage [Ojibwa: 85]. 
177	http://data.canadensys.net/vascan/taxon/5603		Roots: Pounded and taken as an infusion before eating as a physic [Ojibwa: 87]. 
178	http://data.canadensys.net/vascan/taxon/1164		Leaves: Tea used to treat diabetes [Algonquin: 69].
179	http://data.canadensys.net/vascan/taxon/3149		Roots: Tea from young roots used to bathe the head for headache [Ojibwa: 87].
180	http://data.canadensys.net/vascan/taxon/3157		Flowers: Infusion used for chest pain [Ojibwa: 87]. 
180	http://data.canadensys.net/vascan/taxon/3157		Roots: Decoction used in lung trouble [Ojibwa: 47].
181			Cooled decoction used as eye drops to treat snow blindness [Dene: 13; Chipewyan: 92].
182	http://data.canadensys.net/vascan/taxon/5957		Bark: Used as a general medicine [Mi'kmaq: 62]. Mixed with bark of Betula lenta and Cornus sericea and used for pulmonary trouble [Ojibwa: 85]. 
182	http://data.canadensys.net/vascan/taxon/5957		Leaves: Applied to sores [Malecite: 65]. Soothing to the nerves and the stomach and help stimulate appetite [Mi'kmaq: 62]. 
182	http://data.canadensys.net/vascan/taxon/5957		Bark and leaves: Mixed with water and used as a tonic, antiseptic, or to heal ulcers, liver, kidney or bladder [Mi'kmaq: 62].
183			Fruiting body burned to repell mosquitoes and flies [Metis: 13). Dry, spore producing layer cut into matchstick shaped pieces and placed on the skin and burned to produce counter-irritation to treat arthritis [Cree: 95].
184			Pulverized and applied to frostbite [Cree: 76].
185			Powdered and mixed with water to make a paste applied to wounds or taken internally as an emetic [Cree: 76]. Smoked to treat headache [Dene: 98].
186	http://data.canadensys.net/vascan/taxon/8756		Leaves, roots and fruits: Mixed with boiling water and used as a blood purifier and blood-building agent [Mi'kmaq: 62].
186	http://data.canadensys.net/vascan/taxon/8756		Leaves or roots: Tea given as a gargle for gum problems, or used in diarrhoea or dysentery, weakness of the intestines, infections of urinary organs, or to prevent night sweats [Mi'kmaq: 62]. 
186	http://data.canadensys.net/vascan/taxon/8756		Fruits: Heart medicine [Dene: 17].
186	http://data.canadensys.net/vascan/taxon/8756		Runners: Boiled with 'Petasites sagittatus and 'Pyrola asarifolia and drunk as a medicine [Dene: 17].
187	http://data.canadensys.net/vascan/taxon/8757		Steeped with Rubus triflorus and given in irregular menstruation [Malecite: 65]. 
187	http://data.canadensys.net/vascan/taxon/8757		Whole plant: Decoction drunk to treat heart problems [Cree: 13]. Boiled and the liquid drunk as a treatment for diarrhoea [Metis: 13; Cree: 93]. 
187	http://data.canadensys.net/vascan/taxon/8757		Leaves: Used as an astringent [Ojibwa: 88]. 
187	http://data.canadensys.net/vascan/taxon/8757		Roots: Used as a diuretic [Ojibwa: 88]. Decoction used in cholera [Ojibwa: 47] and tea in stomach ache [Ojibwa: 87]. Herbal water taken for heart problems [Cree: 93].
187	http://data.canadensys.net/vascan/taxon/8757		Fruits: Heart medicine [Dene: 17].
187	http://data.canadensys.net/vascan/taxon/8757		Runners: Boiled with 'Petasites sagittatus and 'Pyrola asarifolia and drunk as a medicine [Dene: 17].
188	http://data.canadensys.net/vascan/taxon/8758		Roots: Burned and the ash mixed with water and placed on open sores [Dene: 98]. 
189	http://data.canadensys.net/vascan/taxon/6726		Used as an emmenagogue [Abenaki: 67]. 
189	http://data.canadensys.net/vascan/taxon/6726		Leaves: Strong decoction given as a cleanser after delivery [Algonquians: 63; Mi'kmaq: 60]. 
189	http://data.canadensys.net/vascan/taxon/6726		Wood: Smoke used to treat earache [Algonquin: 68].
190	http://data.canadensys.net/vascan/taxon/6729		Inner bark: Soaked in water and the liquid applied to sore eyes [Ojibwa: 84].
191	http://data.canadensys.net/vascan/taxon/6730		Inner bark: Mixed with other plants and used as a tonic [Ojibwa: 87]. Tea used against weariness and depression [Atikamekw: 73].
192	http://data.canadensys.net/vascan/taxon/1183		Log or branch: Placed in fire, sap collected from the opposite end and used to treat earache [Algonquin: 69]. 
192	http://data.canadensys.net/vascan/taxon/1183		Inner bark: Decoction taken internally as a tonic and stimulant [Ojibwa: 47].
193	http://data.canadensys.net/vascan/taxon/6376		Tea drunk to calm nerves, reduce hyperactivity in children, as a spring tonic, to restore appetite, and to treat bad breath [Dene: 13].
193	http://data.canadensys.net/vascan/taxon/6376		Leaves: Chewed to treat severe hiccups [Dene: 13].
194	http://data.canadensys.net/vascan/taxon/8995		Used for gonorrhea, kidney troubles and for blood spitting [Algonquians: 63]. 
194	http://data.canadensys.net/vascan/taxon/8995		Whole plant: Tea used as a diuretic, in kidney trouble, gravel, stoppage of urine, and allied ailments [Ojibwa: 87].
194	http://data.canadensys.net/vascan/taxon/8995		Stem: Dipped in cold water and rubbed on rashes or other skin troubles [Algonquians: 63].
195	http://data.canadensys.net/vascan/taxon/8998		Used as a diuretic [Cree: 42]. Flowering plant boiled and drunk to treat stomach ache [Dene: 17]. 
196	http://data.canadensys.net/vascan/taxon/9020		Whole plant: Tea used for beneficial effects upon the respiratory organs [Ojibwa: 87].
197	http://data.canadensys.net/vascan/taxon/9023		Tea used for skin diseases such as eczema, ringworm and scrofula [Ojibwa: 87].
198	http://data.canadensys.net/vascan/taxon/5517		Leaves: Tea used as a tonic [Algonquin: 69]. Used on cuts, burns, against tapeworms and to treat venereal diseases [Ojibwa: 19]. Boiled and taken for congested chest [Cree: 80]. Herbal water taken for fever and high blood pressure. Boiled and given to babies as a soother during teething [Cree: 93].
198	http://data.canadensys.net/vascan/taxon/5517		Fruits: Used in diabetes [Cree: 82, 83].
199	http://data.canadensys.net/vascan/taxon/5520		Mixed with mayapple, wild sarsaparilla, wild spikenard, burdock, Taraxacum officinale, prickly ash, black berry, sassafras, prince's pine, and black birch in a decoction used as a "spring and fall medicine" [Ojibwa: 85]. Steeped and taken as a blood flow regulator to prevent heart attacks [Mi'kmaq: 62]. Tea used in colds, headaches, and general discomforts [Atikamekw: 73; Algonquin: 69].
199	http://data.canadensys.net/vascan/taxon/5520		Leaves: Used for colds, chewed to improve breathing [Algonquin: 55]. Tea used to cure rheumatism and as a tonic [Ojibwa: 87]. Used to make a chest plaster to treat cold [Atikamekw: 73].
199	http://data.canadensys.net/vascan/taxon/5520		Fruits: Used as a stimulant and diuretic [Algonquin: 55]
200	http://data.canadensys.net/vascan/taxon/9197		Medicinal plant [Cree: 42].
200	http://data.canadensys.net/vascan/taxon/9197		Fruits: Used for persistent chest trouble [Dene: 13; Chipewyan: 92].
201	http://data.canadensys.net/vascan/taxon/6042		Roots: Steeped and used for diarrhoea [Ojibwa: 85]. Powdered and put into sore mouth [Ojibwa: 47, 87]. Used to treat flux [Ojibwa: 87].
201	http://data.canadensys.net/vascan/taxon/6042		Rhizomes: Used as an intestinal astringent [Ojibwa: 44].
202	http://data.canadensys.net/vascan/taxon/8763		Roots: Steeped and used for cough and cold [Malecite: 65]. Weak decoction taken internally for cough and soreness in the chest [Ojibwa: 84]. Decoction alone or mixed with other plants given to treat teething pain. Decoction used for sore tooth, sore throat, or to induce sweating [Cree: 95]. 
203	http://data.canadensys.net/vascan/taxon/8765		Roots: Used in "female weakness" [Ojibwa: 47].
204	http://data.canadensys.net/vascan/taxon/8769		Used as a "female remedy" [Ojibwa: 87] or as component of a compound medicine [Metis: 13]. 
204	http://data.canadensys.net/vascan/taxon/8769		Roots: Decoction used in combination with other plants to treat teething pain [Cree: 95].
205	http://data.canadensys.net/vascan/taxon/8772		Roots: Strong decoction given in dysentery, cough and cold, particularly for children [Algonquians: 63]. Steeped and given in diarrhoea [Malecite: 65]. Boiled four times and the fourth water is used to treat blood spitting [Atikamekw: 73]. Tea used to facilitate childbirth [Cree, Metis: 13]. 
206	http://data.canadensys.net/vascan/taxon/8775		Roots: Used as a tonic after childbirth [Ojibwa: 19]. Decoction taken in indigestion. Dried and chewed as a tonic and stimulant [Ojibwa: 47]. 
207	http://data.canadensys.net/vascan/taxon/7695		Roots: Used as a "female remedy" [Ojibwa: 87].
208	http://data.canadensys.net/vascan/taxon/1215		Decoction used for coughing and consumption [Algonquians: 63].
209	http://data.canadensys.net/vascan/taxon/3182		Used in gonorrhoea and to prevent pregnancy [Cree: 76].
