id	vernacularName	source	language	_languageName
132	muns-mins	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
132	moso'mîc	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
132	muj'omĭj'	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
133	bunch berry	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
133	dogwood	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
133	dwarf cornel	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
133	pigeonberry	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
133	cornouiller du Canada	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
133	quatre-temps	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
133	rougets	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
133	ode'imînîdji'bîk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
133	patkéna'houk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:aaq	Abenaki
133	saguminan	http://doi.org/10.1186/1746-4269-8-7	ISO 639:atj	Atikamekw
133	shâshâkuminânakashî	http://doi.org/10.1186/1746-4269-8-7	ISO 639:moe	Montagnais
133	nekutsahemen	http://doi.org/10.1186/1746-4269-8-7	ISO 639:moe	Montagnais
134	flowering dogwood	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
134	cornouiller fleuri	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
134	nemwatik	http://doi.org/10.1186/1746-4269-8-7	ISO 639:ciw	Chippewa
135	stiff dogwood	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
136	panicled dogwood	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
136	cornouiller à grappes	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
136	meskwabi'mîc	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
137	red-osier dogwood	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
137	red willow	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
137	cornouiller stolonifère	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
137	hart rouge	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
137	mehkwa pemakwa	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
137	mikwapamuk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
137	mīhkwa pēmakwa	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
137	mīkōbīmāka	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
137	mikwanbimaka	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
137	mikwapimakwah	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
137	mithkwāpīmak	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
137	miskwāpīmak	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
137	mi(h)kwapiymak	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
137	mikwa piskaw	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
137	nipsiy wasaskwetow	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
137	pīmīhkwāhtik	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
137	mīhkwanīpisīya	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
137	mikobimuk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
137	k'áik'ozé	http://doi.org/10.1186/1746-4269-8-7	ISO 639:chp	Chipewyan
137	meskwabi-mins	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
137	mĭs'kwabi'mĭc	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
137	nespipam'k'	http://doi.org/10.1186/1746-4269-8-7	ISO 639:pgm	Malecite
137	mamkawa'kousek	http://doi.org/10.1186/1746-4269-8-7	ISO 639:aaq	Abenaki
137	mîkuâpemuku	http://doi.org/10.1186/1746-4269-8-7	ISO 639:moe	Montagnais
138	willow	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
138	dogwood	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
138	cornouiller	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
139	golden corydalis	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
139	corydale dorée	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
139	tîpotîe'kwason	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
140	American hazelnut	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
140	noisetier d'Amérique	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
140	mûkwobaga'nak	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
141	beaked hazelnut	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
141	noisetier à long bec	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
141	bagan'	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
141	baga'nak	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
141	pakanatuk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:atj	Atikamekw
142	hawthorn	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
142	aubépine	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
142	minesgan-wins	http://doi.org/10.1186/1746-4269-8-7	ISO 639:ciw	Chippewa
142	mînesaga'wûnj	http://doi.org/10.1186/1746-4269-8-7	ISO 639:ciw	Chippewa
143	squash	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
143	courge	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
143	ogwîssi'maun o'wasokwûne'k	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
144	hound's tongue	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
144	cynoglosse boréal	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
144	masa'n	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
145	lady'slipper	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
145	moccasin flower	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
145	nerve root	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
145	cypripède acaule	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
145	sabot de la vierge	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
145	kamidjetotapi	http://doi.org/10.1186/1746-4269-8-7	ISO 639:atj	Atikamekw
145	ago'biso'wĭn	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
146	ladyslipper	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
146	cypripède jaune	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
146	ma'kasîn	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
147	showy lady's slipper	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
147	cypripède royal	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
148	rein orchis	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
148	habénaire à longues bractées	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
148	goko'cgûnda mînêskwe'mîn	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
149	purple prairie-clover	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
149	dalée violette	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
149	ba'sibûgûk'	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
150	shrubby cinquefoil	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
150	potentille frutescente	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
151	tall larkspur	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
151	pied-d'alouette glauque	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
152	bush honeysuckle	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
152	dièreville chèvrefeuille	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
152	herbe bleue	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
152	wežauškwagmik	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
152	osawa'skanet	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
152	maskōcīpihk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
152	asasunatuk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:atj	Atikamekw
153	moosewood	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
153	leatherwood	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
153	wicopy	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
153	rope-bark	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
153	dirca des marais	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
153	bois de plomb	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
153	djibe'gûb	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
154	spinulose shield fern	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
154	dryoptère spinuleuse	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
154	ku(h)kuguwpuk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
155	spreading wood fern	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
155	dryoptère dressée	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
156	marginal shield fern	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
156	dryoptère à sores marginaux	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
156	dryoptéride marginale	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
157	fern	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
157	dryoptère	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
157	dryoptéride	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
157	uîshakâtshâkuat	http://doi.org/10.1186/1746-4269-8-7	ISO 639:moe	Montagnais
158	wild balsam-apple	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
158	échinocystis lobé	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
158	concombre sauvage	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
158	nîgîtîni'gûnûk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
159	Indian paint fungus	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
159	meah-kis-igun	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
160	crowberry	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
160	curlewberry	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
160	camarine noire	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
160	graines noires	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
160	askīmināsiht	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
160	ebshjimend	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
160	dineech'ùh	http://doi.org/10.1186/1746-4269-8-7	ISO 639:chp	Chipewyan
161	trailing arbutus	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
161	mayflower	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
161	épigée rampante	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
161	fleur de mai	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
162	horsetail	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
162	prêle des champs	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
162	queue de renard	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
162	mistatimosoy	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
162	okotāwask	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
162	enskowusk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
162	kiychiwiykusk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
162	jasibonskok	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
162	gîji'bînûsk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
162	kheh dyè'	http://doi.org/10.1186/1746-4269-8-7	ISO 639:chp	Chipewyan
163	scouring rush	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
163	horsetail	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
163	prêle d'hiver	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
163	gijib'inûskon'	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
164	marsh horsetail	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
164	prêle des marais	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
165	common horsetail	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
165	prêle des prés	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
165	wishgobidjibik	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
166	horsetail	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
166	prêle des bois	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
166	mistatimosoy	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
166	okotāwask	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
166	enskowusk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
166	kiychiwiykusk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
166	siba'mûckûn	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
167	Canadian horseweed	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
167	érigéron du Canada	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
167	gababi'kwûna'tĭg	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
168	Philadelphia fleabane	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
168	érigéron de Philadelphie	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
168	mîcaogacan	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
169	Canada fleabane	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
170	daisy fleahane	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
170	érigéron hispide	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
170	nokwe'sîgûn	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
171	cotton grass	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
171	linaigrette	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
172	button snakeroot	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
172	panicaut aquatique	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
173	wormseed mustard	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
173	vélar giroflée	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
173	herbe au chantre	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
173	o'zawa'bigwûn	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
174	joe-pye-weed	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
174	eupatoire maculée	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
174	me'skwana'k bû'giso'wĭn	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
175	thoroughwort	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
175	common boneset	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
175	eupatoire perfoliée	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
175	herbe à souder	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
175	siabuksing	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
175	sasabwaksing	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
175	niya'wibûkûk'	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
175	maladag'kwinbisoun	http://doi.org/10.1186/1746-4269-8-7	ISO 639:aaq	Abenaki
176	joe-pye weed	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
176	eupatoire pourpre	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
176	biaskagemesek	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
177	flowering spurge	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
177	euphorbe pétaloïde	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
177	cabosî'kûn	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
177		http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
178	spurge	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
178	euphorbe	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
179	large-leaved aster	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
179	aster à grandes feuilles	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
179	pétouane	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
179	naskosi'îcûs	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
180	grass leaf goldenrod	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
180	verge d'or graminifoliée	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
180	wasa'waskwûne'k	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
181	spruce moss	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
181	k'itsanjú	http://doi.org/10.1186/1746-4269-8-7	ISO 639:chp	Chipewyan
182	beech	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
182	hêtre à grandes feuilles	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
182	šewe-minš	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
182	miki'kwimus	http://doi.org/10.1186/1746-4269-8-7	ISO 639:pgm	Malecite
183	tinder fungus	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
183	amadouvier	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
183	wāsāsukwītwī	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
183	wāsaskwītoy	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
183	posākan	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
184	agarikon	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
184	polypore officinal	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
184	wah-pah-toos	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
185	polypore marginé	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
185	amadouvier des pins	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
185	mech-quah-too	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
186	woodland strawberry	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
186	fraisier	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
187	wild strawberry	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
187	fraisier des champs	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
187	ode'imĭnĭdji'bĭk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
187	otehimina	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
187	otīhīminah	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
187	okdeamena	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
187	owtiyhiymin	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
187	otīhīminipukwah	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
188	smooth wild strawberry	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
188	Virginia strawberry	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
188	fraisier glauque	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
189	yellow ash	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
189	frêne d'Amérique	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
189	frêne blanc	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
189	ôgmakw	http://doi.org/10.1186/1746-4269-8-7	ISO 639:aaq	Abenaki
190	black or water ash	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
190	frêne noir	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
190	frêne gras	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
190	a'gimak'	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
191	red ash	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
191	frêne de Pennsylvanie	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
191	frêne rouge	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
191	a'gîma'k	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
192	ash	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
192	frêne	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
192	a'gimak'	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
193	hemp nettle	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
193	galéopside à tige carrée	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
193	amisko wehkuswa	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
194	goose grass	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
194	gaillet gratteron	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
194	sakate'bwi	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
195	northern bedstraw	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
195	gaillet boréal	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
196	small cleaver	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
196	gaillet des teinturiers	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
196	waboskîki'mînûn	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
197	small bedstraw	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
197	gaillet trifide	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
197	Ojîbwe'owe'cûwûn	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
198	creeping snowberry	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
198	moxieplum	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
198	petit thé	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
198	wabos'obûgons'	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
199	teaberry	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
199	checkerberry	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
199	wintergreen	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
199	thé des bois	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
199	gaulthérie couchée	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
199	pileuminan	http://doi.org/10.1186/1746-4269-8-7	ISO 639:moe	Montagnais
199	pirebow	http://doi.org/10.1186/1746-4269-8-7	ISO 639:atj	Atikamekw
199	winsibog	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
199	wînîsi'bûgûd	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
200	northern comandra	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
200	false toadflax	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
200	comandre livide	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
200	sasjie	http://doi.org/10.1186/1746-4269-8-7	ISO 639:chp	Chipewyan
201	wild geranium	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
201	cranesbill	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
201	géranium maculé	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
201	be'cigodji'bigûk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
201	pesigunk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
201	o'sawaskwîni's	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
202	Alep avens	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
202	benoîte d'Alep	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
202	makwanimiga'kil	http://doi.org/10.1186/1746-4269-8-7	ISO 639:pgm	Malecite
202	kākwīthitamōwask	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
202	ne'bone'ankwe'âk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
203	white avens	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
203	Canada avens	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
203	benoîte du Canada	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
204	large-leaved avens	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
204	benoîte à grande feuilles	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
204	kākwīthitamōwask	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
204	saw-gee-too-wusk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
204	wica'wasa'konek	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
205	water avens	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
205	chocolate root	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
205	benoîte des ruisseaux	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
205	kinipagwusk	http://doi.org/10.1186/1746-4269-8-7	ISO 639:cre	Cree
205	egwitkil	http://doi.org/10.1186/1746-4269-8-7	ISO 639:pgm	Malecite
205	mikotcepik	http://doi.org/10.1186/1746-4269-8-7	ISO 639:atj	Atikamekw
206	prairie smoke	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
206	benoîte à trois fleurs	http://doi.org/10.1186/1746-4269-8-7	ISO 639:fra	French
206	ne'baneya'nekweäg'	http://doi.org/10.1186/1746-4269-8-7	ISO 639:oje	Ojibwe
207	rattlesnake grass	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
207	Canada managrass	http://doi.org/10.1186/1746-4269-8-7	ISO 639:eng	English
